,0
1601,-0.08307007
1602,-0.08334438
1603,-0.07888989
1604,-0.07139743
1605,-0.06204065
1606,-0.05156747
1607,-0.04142084
1608,-0.0335735
1609,-0.03319075
1610,-0.03880588
1611,-0.04950893
1612,-0.06251075
1613,-0.07580344
1614,-0.08803378
1615,-0.09854848
1616,-0.1057497
1617,-0.111812
1618,-0.1177964
1619,-0.1247689
1620,-0.133756
1621,-0.1432343
1622,-0.1498496
1623,-0.1517095
1624,-0.1480818
1625,-0.1403764
1626,-0.13154
1627,-0.1235987
1628,-0.1178181
1629,-0.1153702
1630,-0.1173097
1631,-0.1234783
1632,-0.1328204
1633,-0.1432556
1634,-0.1520241
1635,-0.158854
1636,-0.1653287
1637,-0.1722513
1638,-0.1798141
1639,-0.1877111
1640,-0.1952773
1641,-0.2004994
1642,-0.2004444
1643,-0.1941608
1644,-0.1822073
1645,-0.1659422
1646,-0.1472673
1647,-0.1279028
1648,-0.109369
1649,-0.09382312
1650,-0.08380938
1651,-0.07993793
1652,-0.08135838
1653,-0.08543909
1654,-0.08832809
1655,-0.08771283
1656,-0.08251365
1657,-0.07397129
1658,-0.06499991
1659,-0.05809887
1660,-0.05536211
1661,-0.05649983
1662,-0.05946485
1663,-0.06190189
1664,-0.06131867
1665,-0.05737242
1666,-0.04953064
1667,-0.03979843
1668,-0.02997893
1669,-0.0203723
1670,-0.01088549
1671,-0.0008931304
1672,0.01059961
1673,0.02359466
1674,0.03735683
1675,0.05096261
1676,0.06338465
1677,0.07363054
1678,0.08077364
1679,0.08496711
1680,0.08716005
1681,0.08832566
1682,0.08804052
1683,0.08666909
1684,0.08408579
1685,0.08014607
1686,0.0753729
1687,0.07022164
1688,0.06508021
1689,0.06036373
1690,0.0564914
1691,0.05393313
1692,0.05317715
1693,0.05343262
1694,0.0529905
1695,0.05074404
1696,0.04607686
1697,0.03984812
1698,0.03397836
1699,0.02969642
1700,0.02766979
1701,0.02758878
1702,0.02843021
1703,0.02930903
1704,0.02947649
1705,0.02917735
1706,0.02938317
1707,0.03105541
1708,0.03510961
1709,0.04130992
1710,0.04857423
1711,0.05489182
1712,0.05764232
1713,0.05681458
1714,0.05433374
1715,0.05136103
1716,0.04844753
1717,0.04562148
1718,0.04252278
1719,0.03885943
1720,0.03440123
1721,0.02945862
1722,0.02473065
1723,0.01970472
1724,0.01299095
1725,0.005657592
1726,0.0005524445
1727,-0.0009064104
1728,0.001581364
1729,0.006705005
1730,0.0120082
1731,0.01585362
1732,0.0172747
1733,0.01697985
1734,0.01689218
1735,0.0177959
1736,0.01960024
1737,0.02079295
1738,0.01832856
1739,0.009025695
1740,-0.004872767
1741,-0.02282839
1742,-0.04381749
1743,-0.0659724
1744,-0.08687122
1745,-0.1052095
1746,-0.1205632
1747,-0.1339205
1748,-0.147279
1749,-0.1613859
1750,-0.1760317
1751,-0.1906795
1752,-0.2045695
1753,-0.216506
1754,-0.2250177
1755,-0.2298485
1756,-0.2316549
1757,-0.2325652
1758,-0.2316167
1759,-0.2264092
1760,-0.2146823
1761,-0.1986285
1762,-0.1801934
1763,-0.1609176
1764,-0.142205
1765,-0.124686
1766,-0.1083926
1767,-0.09324496
1768,-0.0790827
1769,-0.06538228
1770,-0.05137174
1771,-0.03735616
1772,-0.02442708
1773,-0.01325807
1774,-0.004185545
1775,0.002691355
1776,0.007454885
1777,0.009814483
1778,0.00921654
1779,0.005880005
1780,0.0005901204
1781,-0.005628731
1782,-0.01161412
1783,-0.0169606
1784,-0.02183962
1785,-0.02690325
1786,-0.03313409
1787,-0.04002078
1788,-0.04596496
1789,-0.0489499
1790,-0.04672944
1791,-0.04120797
1792,-0.03729353
1793,-0.03726053
1794,-0.04134118
1795,-0.04890299
1796,-0.05869349
1797,-0.06934683
1798,-0.0794651
1799,-0.0879977
1800,-0.09419387
1801,-0.09711447
1802,-0.09545751
1803,-0.08833908
1804,-0.07792852
1805,-0.06688428
1806,-0.05912236
1807,-0.05621454
1808,-0.05793183
1809,-0.06290213
1810,-0.06895663
1811,-0.07580719
1812,-0.08456885
1813,-0.09545457
1814,-0.1079987
1815,-0.1209161
1816,-0.1323636
1817,-0.139666
1818,-0.1441818
1819,-0.147856
1820,-0.1529989
1821,-0.1606199
1822,-0.170723
1823,-0.1836663
1824,-0.2000529
1825,-0.2180142
1826,-0.2339222
1827,-0.2462364
1828,-0.2550247
1829,-0.2610393
1830,-0.2655113
1831,-0.2686148
1832,-0.2697349
1833,-0.2680988
1834,-0.2628495
1835,-0.2544351
1836,-0.2442567
1837,-0.234244
1838,-0.2266433
1839,-0.221749
1840,-0.2183953
1841,-0.2156153
1842,-0.2126257
1843,-0.2096662
1844,-0.2077251
1845,-0.2059007
1846,-0.2020391
1847,-0.1998971
1848,-0.1985824
1849,-0.1984584
1850,-0.198352
1851,-0.1976974
1852,-0.1964001
1853,-0.1950175
1854,-0.1945692
1855,-0.1953075
1856,-0.1969061
1857,-0.1986694
1858,-0.1996551
1859,-0.199923
1860,-0.2002727
1861,-0.2011459
1862,-0.202701
1863,-0.2053433
1864,-0.2096442
1865,-0.2155748
1866,-0.2226616
1867,-0.2303283
1868,-0.2379442
1869,-0.2456092
1870,-0.2539605
1871,-0.2627523
1872,-0.2710938
1873,-0.2776622
1874,-0.280868
1875,-0.2800012
1876,-0.275035
1877,-0.2665691
1878,-0.2556469
1879,-0.2445592
1880,-0.2364324
1881,-0.2321804
1882,-0.2310397
1883,-0.2321848
1884,-0.2347735
1885,-0.2384284
1886,-0.2431287
1887,-0.2492087
1888,-0.2572502
1889,-0.2676177
1890,-0.2804985
1891,-0.2949279
1892,-0.3091234
1893,-0.3211744
1894,-0.3291519
1895,-0.3330622
1896,-0.3343495
1897,-0.3343804
1898,-0.3375407
1899,-0.3423847
1900,-0.3490106
1901,-0.3570183
1902,-0.3650587
1903,-0.3723297
1904,-0.3784647
1905,-0.3833516
1906,-0.387071
1907,-0.3897537
1908,-0.3899459
1909,-0.389006
1910,-0.3868673
1911,-0.3839894
1912,-0.3813624
1913,-0.3789317
1914,-0.3758711
1915,-0.3713862
1916,-0.3647368
1917,-0.3557073
1918,-0.3444799
1919,-0.3321694
1920,-0.3205404
1921,-0.3095905
1922,-0.2980095
1923,-0.2864652
1924,-0.2770649
1925,-0.2700576
1926,-0.2643036
1927,-0.2595948
1928,-0.2564204
1929,-0.2554976
1930,-0.2576819
1931,-0.2636079
1932,-0.2737192
1933,-0.2877205
1934,-0.304777
1935,-0.3247899
1936,-0.3503689
1937,-0.3783209
1938,-0.406002
1939,-0.4324867
1940,-0.4579413
1941,-0.4813419
1942,-0.5008242
1943,-0.5145534
1944,-0.5207928
1945,-0.5194991
1946,-0.5118947
1947,-0.4999135
1948,-0.4859463
1949,-0.4708263
1950,-0.4542028
1951,-0.4374804
1952,-0.4233101
